   ,DEL_DATE,SHOP_CODE,MATERIAL,EFF_DURATION,DELAY_FROM,DELAY_TO,DELAY_DURN,CUM_DELAY,EQPT,SUB_EQPT,EFF_DURN
57372,1/7/2004,7,20R,0.166667,0,0,0.1,0.1,MILL,LINE-1,0.166667
57373,1/7/2004,7,20R,0.416667,2.15,2.4,0.25,0.25,CONV-A,others,0.416667
57375,1/7/2004,7,20R,0.166667,0,0,0.1,0.1,MILL,others,0.166667
57376,1/7/2004,7,20R,5,10,15,5,5,others,TOCB-1,5
57377,1/7/2004,7,20R,1,23.15,0.15,1,1,CT-1,others,1
57396,1/7/2004,7,20R,5.916667,15.05,21,5.55,5.55,OT-2,others,5.916667
57398,1/7/2004,7,20R,0.25,0,0,0.15,0.15,MILL,S-9,0.25
57458,1/6/2004,7,20R,0.25,20.3,20.45,0.15,0.15,MILL,others,0.25
57465,1/6/2004,7,20R,0.166667,19.5,20,0.1,0.1,MILL,"LINE-1,2",0.166667
57470,1/6/2004,7,20R,0.666667,6,6.4,0.4,1.1,LOCP,VF-15,0.666667
57504,1/6/2004,7,20R,0.25,23.45,0,0.15,0.15,M/C-1,B FEEDER,0.25
57513,1/6/2004,7,20R,0.083333,6,6.05,0.05,56.35,PCM,M/C-4,0.083333
57516,1/6/2004,7,20R,1.75,22,23.45,1.45,1.45,CONV-B,others,1.75
57519,1/6/2004,7,20R,1,20,21,1,1,others,CC-3,1
57544,1/6/2004,7,20R,0.333333,17,17.2,0.2,0.2,BAR MILL,others,0.333333
57545,1/6/2004,7,20R,0.333333,14.2,14.4,0.2,0.2,BAR MILL,others,0.333333
57563,1/5/2004,7,20R,0.333333,0,0,0.2,0.2,BILLET MIL,others,0.333333
57581,1/5/2004,7,20R,0.166667,2.1,2.2,0.1,0.1,MILL,"LINE-1,2",0.166667
57595,1/5/2004,7,20R,0.25,0,0,0.15,0.15,MILL,LHS,0.25
57618,1/5/2004,7,20R,0.166667,0,0,0.1,0.1,MILL,LHS,0.166667
57620,1/5/2004,7,20R,0.25,0,0,0.15,0.15,MILL,LHS,0.25
57628,1/5/2004,7,20R,0.166667,5.3,5.4,0.1,0.1,MILL,others,0.166667
57638,1/5/2004,7,20R,24,6,6,24,48,PCM,M/C-3,24
57682,1/5/2004,7,20R,0.083333,0,0,0.05,0.05,MILL,others,0.083333
57683,1/5/2004,7,20R,11.083333,6,17.05,11.05,11.05,CCM-2,others,11.083333
57684,1/5/2004,7,20R,0.5,17.2,17.5,0.3,0.3,CONV-C,others,0.5
57685,1/5/2004,7,20R,0.5,16.5,17.2,0.3,0.3,CONV-C,CHG CR-1,0.5
57733,1/4/2004,7,20R,0.833333,14.2,15.1,0.5,0.5,CONV-A,others,0.833333
57740,1/4/2004,7,20R,0.25,16.45,17,0.15,0.15,M/C-1,others,0.25
57805,1/4/2004,7,20R,0.416667,22.3,22.55,0.25,0.25,CONV-A,others,0.416667
57806,1/4/2004,7,20R,0.416667,0,0,0.25,0.25,MILL,others,0.416667
57807,1/4/2004,7,20R,0.166667,0,0,0.1,0.1,MILL,others,0.166667
57808,1/4/2004,7,20R,0.25,0,0,0.15,0.15,MILL,others,0.25
57809,1/4/2004,7,20R,0.333333,14.1,14.3,0.2,0.2,MILL,others,0.333333
57816,1/4/2004,7,20R,0.25,15.4,15.55,0.15,0.15,MILL,others,0.25
57838,1/3/2004,7,20P,9.5,15,0.3,9.3,9.3,OT-2,others,9.5
57839,1/3/2004,7,20P,0.75,22.3,23.15,0.45,0.45,CT-1,others,0.75
57840,1/3/2004,7,20P,2.166667,20.2,22.3,2.1,2.1,CT-1,others,2.166667
57841,1/3/2004,7,20P,2.916667,0.15,3.1,2.55,2.55,CT-2,others,2.916667
57842,1/3/2004,7,20P,0.116667,0,0,0.07,0.07,MILL,RHS,0.116667
57844,1/3/2004,7,20P,0.216667,0,0,0.13,0.13,MILL,others,0.216667
57845,1/3/2004,7,20P,0.333333,0,0.2,0.2,0.2,M/C-2,CA-6,0.333333
57846,1/3/2004,7,20P,0.583333,15.15,15.5,0.35,0.35,OT-3,others,0.583333
57851,1/3/2004,7,20P,9.5,9.3,19,9.3,9.3,others,CC-9,9.5
57906,1/3/2004,7,20P,16,0,0,16,16,TBDB PLANT,others,16
57931,1/3/2004,7,20P,7.75,10.2,18.05,7.45,7.45,OT-1,others,7.75
57938,1/3/2004,7,20P,13.5,7.3,21,13.3,13.3,LOCP,others,13.5
57939,1/3/2004,7,20P,0.5,6.15,6.45,0.3,0.3,MILL,others,0.5
57940,1/3/2004,7,20P,24,6,6,24,68,others,PC-5,24
57977,1/3/2004,7,20P,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
57988,1/3/2004,7,20P,6,0,0,6,6,PCM,M/C-4,6
57994,1/3/2004,7,20P,0.6,12.52,13.28,0.36,0.36,BATTERY-3,PC-4,0.6
58015,1/2/2004,7,20P,0.25,11.15,11.3,0.15,0.15,M/C-1,others,0.25
58019,1/2/2004,7,20P,0.25,0,0,0.15,0.15,MILL,S-15,0.25
58020,1/2/2004,7,20P,24,6,6,24,11666,LBSS-1,TR-2,24
58021,1/2/2004,7,20P,24,6,6,24,310.1,TG-2,others,24
58023,1/2/2004,7,20P,24,6,6,24,48,PCM,M/C-2,24
58032,1/2/2004,7,20P,3,10,13,3,3,others,TB STKR,3
58033,1/2/2004,7,20P,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
58066,1/2/2004,7,20P,8.5,10,18.3,8.3,8.3,BRC,CO-32,8.5
58118,1/2/2004,7,20P,0.75,0,0,0.45,0.45,CONV-A,others,0.75
58120,1/2/2004,7,20P,2.633333,3.07,5.45,2.38,2.38,others,CHAMBER-12,2.633333
58153,1/1/2004,7,22P,0.333333,0,0,0.2,0.2,BILLET MIL,others,0.333333
58159,1/1/2004,7,22P,1.166667,0,0,1.1,1.1,MILL,"LINE-3,4",1.166667
58161,1/1/2004,7,22P,0.666667,10,10.4,0.4,0.4,BAR MILL,LINE-1,0.666667
58162,1/1/2004,7,22P,1,7,8,1,1,BAR MILL,LINE-2,1
58167,1/1/2004,7,22P,3.416667,7.5,11.15,3.25,3.25,CT-1,others,3.416667
58168,1/1/2004,7,22P,0.25,0.3,0.45,0.15,0.15,M/C-2,OA-4,0.25
58169,1/1/2004,7,22P,0.166667,2,2.1,0.1,0.1,MILL,others,0.166667
58170,1/1/2004,7,22P,1,6,7,1,1,OT-1,others,1
58171,1/1/2004,7,22P,1.416667,8.55,10.2,1.25,1.25,OT-2,others,1.416667
58172,1/1/2004,7,22P,1.416667,16.5,18.15,1.25,1.25,others,CHG CR-1,1.416667
58190,1/1/2004,7,22P,0.083333,0,0,0.05,0.05,MILL,RHS,0.083333
58236,1/1/2004,7,22P,2.75,3.15,6,2.45,2.45,CT-1,others,2.75
58311,12/31/2003,7,22P,0.75,2.1,2.55,0.45,0.45,OT-3,others,0.75
58364,12/31/2003,7,22P,6.833333,21.3,4.2,6.5,6.5,OT-1,others,6.833333
58366,12/31/2003,7,22P,7.166667,19,2.1,7.1,7.1,OT-3,others,7.166667
58396,12/31/2003,7,22P,0.666667,23.3,0.1,0.4,0.4,BAR MILL,LINE-1,0.666667
58397,12/31/2003,7,22P,0.583333,18.05,18.4,0.35,0.35,OT-1,others,0.583333
58411,12/31/2003,7,22P,0.083333,0,0,0.05,0.05,MILL,RHS,0.083333
58419,12/31/2003,7,22P,0.166667,0,0,0.1,0.1,MILL,RHS,0.166667
58421,12/31/2003,7,22P,16,14,6,16,16,PCM,M/C-4,16
58450,12/31/2003,7,22P,0.75,5.15,6,0.45,0.45,OT-2,others,0.75
58506,12/30/2003,7,22P,0.166667,0,0,0.1,0.1,MILL,SHEAR-500,0.166667
58605,12/29/2003,7,25R,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
58606,12/29/2003,7,25R,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
58607,12/29/2003,7,25R,0.916667,7.1,8.05,0.55,0.55,CONV-A,others,0.916667
58608,12/29/2003,7,25R,0.916667,6,6.55,0.55,0.55,CONV-B,TH,0.916667
58614,12/29/2003,7,25R,0.083333,0,0,0.05,0.05,MILL,RHS,0.083333
58630,12/29/2003,7,25R,0.333333,0,0,0.2,0.2,MILL,others,0.333333
58642,12/29/2003,7,25R,0.166667,0,0,0.1,0.1,MILL,others,0.166667
58644,12/29/2003,7,25R,0.416667,13,13.25,0.25,0.25,OT-1,others,0.416667
58702,12/28/2003,7,25R,24,6,6,24,24,PCM,M/C-2,24
58704,12/28/2003,7,25R,0.25,10.05,10.2,0.15,0.15,M/C-2,others,0.25
58723,12/28/2003,7,25R,0.5,16.4,17.1,0.3,0.3,CT-2,others,0.5
58725,12/28/2003,7,25R,6.166667,10.3,16.4,6.1,6.1,CT-2,others,6.166667
58770,12/28/2003,7,25R,0.75,0,0,0.45,0.45,BILLET MIL,S-7,0.75
58771,12/28/2003,7,25R,0.75,1,1.45,0.45,0.45,CONV-C,others,0.75
58772,12/28/2003,7,25R,0.25,10.4,10.55,0.15,0.15,M/C-2,others,0.25
58795,12/28/2003,7,25R,0.25,12.25,12.4,0.15,0.15,CONV-A,others,0.25
58822,12/27/2003,7,25R,0.5,8.25,8.55,0.3,0.3,OT-2,others,0.5
58823,12/27/2003,7,25R,1.416667,22.15,23.4,1.25,1.25,CONV-A,others,1.416667
58827,12/27/2003,7,25R,1,16,17,1,1,CONV-A,others,1
58855,12/27/2003,7,25R,0.5,14.2,14.5,0.3,0.3,CONV-B,others,0.5
58864,12/27/2003,7,25R,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
58865,12/27/2003,7,25R,0.5,0,0,0.3,0.3,BILLET MIL,others,0.5
58867,12/27/2003,7,25R,0.75,20.1,20.55,0.45,0.45,CONV-B,others,0.75
58888,12/27/2003,7,25R,0.666667,0,0,0.4,0.4,BAR MILL,others,0.666667
58899,12/27/2003,7,25R,0.166667,0,0,0.1,0.1,BILLET MIL,ELEVATOR-1,0.166667
58900,12/27/2003,7,25R,0.333333,0,0,0.2,0.2,BILLET MIL,others,0.333333
58932,12/27/2003,7,25R,0.25,0,0,0.15,0.15,MILL,others,0.25
58960,12/26/2003,7,25R,0.166667,0,0,0.1,0.1,MILL,LHS,0.166667
59039,12/26/2003,7,25R,14.5,12.2,2.5,14.3,14.3,OT-2,others,14.5
59069,12/25/2003,7,25P,8,9.3,17.3,8,8,others,STKR,8
59091,12/25/2003,7,25P,8.5,9,17.3,8.3,8.3,others,CC-7,8.5
59117,12/25/2003,7,25P,24,6,6,24,11642,LBSS-1,TR-2,24
59132,12/25/2003,7,25P,0.833333,7.5,8.4,0.5,0.5,CONV-C,others,0.833333
59140,12/25/2003,7,25P,24,6,6,24,24,PCM,M/C-3,24
59192,12/25/2003,7,25P,0.5,0.1,0.4,0.3,0.3,M/C-2,others,0.5
59205,12/25/2003,7,25P,0.666667,1.3,2.1,0.4,0.4,MILL,LINE-2,0.666667
59206,12/25/2003,7,25P,0.25,3.35,3.5,0.15,0.15,MILL,others,0.25
59213,12/24/2003,7,25P,0.5,2,2.3,0.3,0.3,MILL,others,0.5
59280,12/24/2003,7,25P,0.166667,0,0,0.1,0.1,MILL,others,0.166667
59332,12/24/2003,7,25P,0.666667,12.45,13.25,0.4,0.4,CONV-C,others,0.666667
59333,12/24/2003,7,25P,0.5,10,10.3,0.3,0.3,OT-3,others,0.5
59373,12/23/2003,7,28P,0.666667,20,20.4,0.4,0.4,BAR MILL,LINE-2,0.666667
59374,12/23/2003,7,28P,0.5,11.3,12,0.3,0.3,RMB,PMD,0.5
59394,12/23/2003,7,28P,2,10,12,2,2,others,STKR,2
59420,12/23/2003,7,28P,0.833333,0.3,1.2,0.5,0.5,OT-1,others,0.833333
59421,12/23/2003,7,28P,0.833333,2.5,3.4,0.5,0.5,OT-2,others,0.833333
59446,12/23/2003,7,28P,3,6,9,3,9.4,CT-1,others,3
59476,12/23/2003,7,28P,0.416667,0,0,0.25,0.25,MILL,SHEAR-500,0.416667
59599,12/21/2003,7,16R,2,9,11,2,2,BRC,others,2
59600,12/21/2003,7,16R,2,13.3,15.3,2,2,LOCP,CO-51,2
59609,12/21/2003,7,16R,6.083333,6.55,13,6.05,6.05,OT-1,others,6.083333
59686,12/21/2003,7,16R,2.75,7.55,10.4,2.45,2.45,OT-2,others,2.75
59687,12/21/2003,7,16R,4.833333,8.25,13.15,4.5,4.5,OT-1,others,4.833333
59692,12/21/2003,7,16R,0.333333,0,0,0.2,0.2,BILLET MIL,others,0.333333
59693,12/21/2003,7,16R,0.166667,0,0,0.1,0.1,BILLET MIL,others,0.166667
59694,12/21/2003,7,16R,0.5,0,0,0.3,0.3,BILLET MIL,others,0.5
59703,12/21/2003,7,16R,0.166667,0,0,0.1,0.1,MILL,LHS,0.166667
59704,12/21/2003,7,16R,0.333333,0,0,0.2,0.2,MILL,others,0.333333
59705,12/21/2003,7,16R,0.166667,0,0,0.1,0.1,MILL,others,0.166667
59706,12/21/2003,7,16R,0.5,17.4,18.1,0.3,0.3,CT-1,others,0.5
59717,12/21/2003,7,16R,0.333333,5.4,6,0.2,0.2,BOILER-2,others,0.333333
59753,12/20/2003,7,16R ,20,10,6,20,20,others,PC-5,20
59754,12/20/2003,7,16R ,0.25,0,0,0.15,0.15,MILL,LHS,0.25
59760,12/20/2003,7,16R ,5,14,19,5,5,BRC,others,5
59761,12/20/2003,7,16R ,10.833333,9,19.5,10.5,10.5,WBRC,others,10.833333
59762,12/20/2003,7,16R ,0.083333,0,0,0.05,0.05,MILL,LHS,0.083333
59767,12/20/2003,7,16R,0.083333,0,0,0.05,0.05,MILL,RHS,0.083333
59790,12/20/2003,7,16R,0.166667,0,0,0.1,0.1,MILL,RHS,0.166667
59797,12/20/2003,7,16R,0.5,0,0,0.3,0.3,MILL,RHS,0.5
59813,12/20/2003,7,16R,1.333333,0,0,1.2,1.2,BAR MILL,LINE-1,1.333333
59828,12/20/2003,7,16R,0.25,17,17.15,0.15,0.15,M/C-1,others,0.25
59829,12/20/2003,7,16R,0.833333,5.1,6,0.5,0.5,OT-2,others,0.833333
59830,12/20/2003,7,16R,12.5,17.3,6,12.3,12.3,PCM,M/C-3,12.5
59831,12/20/2003,7,16R,0.25,17.3,17.45,0.15,0.15,M/C-1,others,0.25
59832,12/20/2003,7,16R,0.583333,1,1.35,0.35,0.35,OT-2,others,0.583333
59863,12/20/2003,7,16R,21.75,8.15,6,21.45,21.45,FK-2,others,21.75
59888,12/19/2003,7,16R,1.083333,6.4,7.45,1.05,1.05,GETS,TG-2,1.083333
59889,12/19/2003,7,16R,0.083333,5.3,5.35,0.05,0.05,MILL,others,0.083333
59890,12/19/2003,7,16R,9.333333,6.4,16,9.2,9.2,TB-2,others,9.333333
59892,12/19/2003,7,16R,0.583333,5.1,5.45,0.35,0.35,CT-2,others,0.583333
59904,12/19/2003,7,16R,16,0,0,16,16,TBDB PLANT,others,16
59905,12/19/2003,7,16R,0.833333,12.5,13.4,0.5,0.5,M/C-1,A-6,0.833333
59920,12/19/2003,7,16R,1,0,0,1,1,MILL,RHS,1
59921,12/19/2003,7,16R,0.5,0,0,0.3,0.3,MILL,LHS,0.5
59927,12/19/2003,7,16R,0.5,0,0,0.3,0.3,MILL,others,0.5
59962,12/19/2003,7,16R,0.583333,10.4,11.15,0.35,0.35,OT-2,others,0.583333
60010,12/19/2003,7,16R,1.583333,1.55,3.3,1.35,1.35,CCM-5,others,1.583333
60020,12/18/2003,7,16R,0.5,1.2,1.5,0.3,0.3,others,CHG CR-1,0.5
60021,12/18/2003,7,16R,0.416667,0.4,1.05,0.25,0.25,CONV-A,others,0.416667
60027,12/18/2003,7,16R,24,6,6,24,132.25,FK-1,others,24
60028,12/18/2003,7,16R,1.166667,22.1,23.2,1.1,1.1,CONV-B,others,1.166667
60029,12/18/2003,7,16R,0.166667,4.05,4.15,0.1,0.1,CONV-A,others,0.166667
60030,12/18/2003,7,16R,1.5,0,1.3,1.3,1.3,BRC,CO-34,1.5
60057,12/18/2003,7,16R,9,6,15,9,166,others,CDCP-3,9
60058,12/18/2003,7,16R,2.25,6,8.15,2.15,5.15,LOCP,CO-39,2.25
60068,12/18/2003,7,16R,0.333333,22.2,22.4,0.2,0.2,CONV-A,others,0.333333
60141,12/18/2003,7,16R,0.166667,0,0,0.1,0.1,MILL,others,0.166667
60142,12/18/2003,7,16R,0.25,0,0,0.15,0.15,MILL,others,0.25
60143,12/18/2003,7,16R,0.166667,0,0,0.1,0.1,MILL,others,0.166667
60202,12/17/2003,7,16R,0.25,22,22.15,0.15,0.15,M/C-2,CA-7,0.25
60203,12/17/2003,7,16R,11,6,17,11,11,others,CHAMBER-10,11
60204,12/17/2003,7,16R,0.5,15.45,16.15,0.3,0.3,BAR MILL,others,0.5
60223,12/17/2003,7,16R,0.666667,22.3,23.1,0.4,0.4,OT-3,others,0.666667
60235,12/17/2003,7,16R,0.333333,13.15,13.35,0.2,0.2,OT-1,others,0.333333
60236,12/17/2003,7,16R,0.25,23.3,23.45,0.15,0.15,M/C-1,OK-5,0.25
60258,12/17/2003,7,16R,0.5,1.2,1.5,0.3,0.3,CONV-B,CHG CR-1,0.5
60269,12/17/2003,7,16R,1.083333,6.4,7.45,1.05,1.05,F/C-1,others,1.083333
60275,12/17/2003,7,16R,2.416667,3.35,6,2.25,2.25,OT-3,others,2.416667
60277,12/17/2003,7,16R,6.583333,19.15,1.5,6.35,6.35,OT-1,others,6.583333
60283,12/17/2003,7,16R,0.666667,1.5,2.3,0.4,0.4,OT-1,others,0.666667
60327,12/16/2003,7,16(R+P),6.666667,23.2,6,6.4,6.4,CT-1,others,6.666667
60330,12/16/2003,7,16P+R,14,15.1,5.1,14,14,CT-2,others,14
60335,12/16/2003,7,16R,6.25,18,0.15,6.15,6.15,others,CHAMBER-12,6.25
60342,12/16/2003,7,16P+R,24,6,6,24,32,PCM,M/C-3,24
60343,12/16/2003,7,16P+R,0.083333,0.45,0.5,0.05,0.05,MILL,others,0.083333
60350,12/16/2003,7,16R,0.083333,16,16.05,0.05,0.05,MILL,others,0.083333
60411,12/16/2003,7,16P+R,0.333333,0,0,0.2,0.2,MILL,RHS,0.333333
60416,12/16/2003,7,16P+R,0.666667,0,0,0.4,0.4,MILL,others,0.666667
60417,12/16/2003,7,16P+R,0.583333,0,0,0.35,0.35,MILL,S-20,0.583333
60418,12/16/2003,7,16P+R,0.166667,0,0,0.1,0.1,MILL,others,0.166667
60420,12/16/2003,7,16P+R,0.166667,0,0,0.1,0.1,MILL,others,0.166667
60422,12/16/2003,7,16P+R,0.083333,0,0,0.05,0.05,MILL,others,0.083333
60423,12/16/2003,7,16P+R,3.833333,6,9.5,3.5,5.2,CT-2,others,3.833333
60429,12/16/2003,7,16P+R,0.5,6,6.3,0.3,1.2,OT-3,others,0.5
60431,12/16/2003,7,16R,24,6,6,24,191.3,CCP,TDP,24
60432,12/16/2003,7,16R,24,6,6,24,32.3,PCM,M/C-4,24
60433,12/16/2003,7,16R,6,6,12,6,14,PCM,M/C-2,6
60434,12/16/2003,7,16R,0.333333,0,0,0.2,0.2,MILL,RHS,0.333333
60435,12/16/2003,7,16R,9.166667,11,20.1,9.1,9.1,CCM-5,others,9.166667
60441,12/15/2003,7,16P,1.666667,19.5,21.3,1.4,1.4,WBRC,others,1.666667
60478,12/15/2003,7,16P,6.916667,10.45,17.4,6.55,6.55,CT-1,others,6.916667
60479,12/15/2003,7,16P,8.5,9.3,18,8.3,8.3,BRC,others,8.5
60480,12/15/2003,7,16P,8.5,9.3,18,8.3,8.3,others,TB STKR,8.5
60481,12/15/2003,7,16P,0.5,18.3,19,0.3,0.3,BAR MILL,LINE-2,0.5
60482,12/15/2003,7,16P,0.5,21,21.3,0.3,0.3,BAR MILL,LINE-2,0.5
60483,12/15/2003,7,16P,0.833333,15,15.5,0.5,0.5,BAR MILL,LINE-2,0.833333
60484,12/15/2003,7,16P,0.333333,9.3,9.5,0.2,0.2,MILL,LINE-1,0.333333
60533,12/15/2003,7,16P,10.75,15.15,2,10.45,10.45,LOCP,VS-1,10.75
60534,12/15/2003,7,16P,0.166667,11.35,11.45,0.1,0.1,MILL,others,0.166667
60546,12/15/2003,7,16P,0.166667,0,0,0.1,0.1,MILL,others,0.166667
60547,12/15/2003,7,16P,0.25,10.3,10.45,0.15,0.15,MILL,S-13,0.25
60558,12/15/2003,7,16P,3,3,6,3,3,LOCP,CO-39,3
60559,12/15/2003,7,16P,4,22,2,4,4,LOCP,others,4
60561,12/15/2003,7,16P,11,19,6,11,11,CT-1,others,11
60564,12/15/2003,7,16P,5.833333,19.1,1,5.5,5.5,CT-2,others,5.833333
60606,12/14/2003,7,16P,3,0.3,3.3,3,3,OT-1,others,3
60607,12/14/2003,7,16P,0.25,20,20.15,0.15,0.15,MILL,others,0.25
60608,12/14/2003,7,16P,8,22,6,8,8,PCM,M/C-2,8
60636,12/14/2003,7,16P,0.333333,2.5,3.1,0.2,0.2,BAR MILL,LINE-2,0.333333
60637,12/14/2003,7,16P,8.5,18.3,3,8.3,8.3,BAR MILL,LINE-1,8.5
60638,12/14/2003,7,16P,0.666667,1.3,2.1,0.4,0.4,CONV-B,others,0.666667
60639,12/14/2003,7,16P,2.25,23.15,1.3,2.15,2.15,CCM-1,others,2.25
60652,12/14/2003,7,16P,0.25,22.2,22.35,0.15,0.15,MILL,others,0.25
60653,12/14/2003,7,16P,0.25,0.15,0.3,0.15,0.15,MILL,others,0.25
60654,12/14/2003,7,16P,0.166667,23.15,23.25,0.1,0.1,MILL,LINE-1,0.166667
60655,12/14/2003,7,16P,0.166667,5,5.1,0.1,0.1,MILL,"LINE-1,2",0.166667
60658,12/14/2003,7,16P,0.333333,4.4,5,0.2,0.2,MILL,LINE-3,0.333333
60678,12/14/2003,7,16P,0.083333,0,0,0.05,0.05,MILL,"LINE-3,4",0.083333
60717,12/13/2003,7,18P,0.083333,0,0,0.05,0.05,MILL,"LINE-3,4",0.083333
60760,12/13/2003,7,18P,0.25,23,23.15,0.15,0.15,M/C-1,B FEEDER,0.25
60766,12/13/2003,7,18P,0.75,0.35,1.2,0.45,0.45,M/C-1,CA-6,0.75
60778,12/13/2003,7,18P,0.75,0.35,1.2,0.45,0.45,M/C-2,CA-6,0.75
60779,12/13/2003,7,18P,0.333333,1.2,1.4,0.2,0.2,M/C-1,CA-6,0.333333
60782,12/13/2003,7,18P,0.833333,5.1,6,0.5,0.5,OT-3,others,0.833333
60797,12/13/2003,7,18P,0.333333,0,0,0.2,0.2,BILLET MIL,others,0.333333
60839,12/13/2003,7,18P,0.75,6.3,7.15,0.45,0.45,CONV-B,others,0.75
60937,12/12/2003,7,18P,4,0,0,4,4,PCM,M/C-4,4
60938,12/12/2003,7,18P,1,5,6,1,1,CPP,Y-5,1
60939,12/12/2003,7,18P,24,6,6,24,105.4,BOILER-1,others,24
60940,12/12/2003,7,18P,3,6,9,3,4.4,OT-1,others,3
60950,12/12/2003,7,18P,24,6,6,24,157,others,CDCP-3,24
60951,12/12/2003,7,18P,1,6,7,1,37,PCM,M/C-3,1
60952,12/12/2003,7,18P,0.333333,6,6.2,0.2,1.45,CONV-C,others,0.333333
60965,12/12/2003,7,18P,24,6,6,24,238.1,TG-2,others,24
60968,12/12/2003,7,18P,0.75,20.15,21,0.45,0.45,MILL,LINE-1,0.75
60969,12/12/2003,7,18P,0.366667,22.2,22.42,0.22,0.22,CONV-B,others,0.366667
60970,12/12/2003,7,18P,5,17,22,5,5,others,CHAMBER-7,5
61121,12/10/2003,7,20R,0.25,21.15,21.3,0.15,0.15,M/C-1,CA-7,0.25
61122,12/10/2003,7,20R,6.916667,14.45,21.4,6.55,6.55,LOCP,VS-2,6.916667
61123,12/10/2003,7,20R,24,6,6,24,11594,LBSS-1,TR-2,24
61124,12/10/2003,7,20R,24,6,6,24,108.25,FK-1,others,24
61158,12/10/2003,7,20R,11.5,6,17.3,11.3,131.25,PCM,M/C-4,11.5
61179,12/10/2003,7,20R,8.5,21.3,6,8.3,8.3,PCM,M/C-4,8.5
61180,12/10/2003,7,20R,17.833333,6,23.5,17.5,18.2,CCM-5,others,17.833333
61219,12/10/2003,7,20R,0.833333,16,16.5,0.5,0.5,M/C-2,A-9,0.833333
61240,12/10/2003,7,20R,0.583333,6.3,7.05,0.35,0.35,CONV-A,others,0.583333
61241,12/10/2003,7,20R,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
61242,12/10/2003,7,20R,2.166667,18,20.1,2.1,2.1,OT-1,others,2.166667
61243,12/10/2003,7,20R,0.75,0,0,0.45,0.45,BILLET MIL,S-5,0.75
61244,12/10/2003,7,20R,0.333333,7.2,7.4,0.2,0.2,MILL,others,0.333333
61262,12/9/2003,7,20R,10,6.3,16.3,10,10,CPP,SCRN,10
61263,12/9/2003,7,20R,1.166667,10.5,12,1.1,1.1,others,CHAMBER-10,1.166667
61264,12/9/2003,7,20R,3.666667,14,17.4,3.4,3.4,CONV-C,others,3.666667
61271,12/9/2003,7,20R,0.666667,3.3,4.1,0.4,0.4,OT-1,others,0.666667
61284,12/9/2003,7,20R,0.333333,6.15,6.35,0.2,0.2,MILL,LINE-3,0.333333
61289,12/9/2003,7,20R,0.5,14,14.3,0.3,0.3,OT-3,others,0.5
61302,12/9/2003,7,20R,1.666667,10.45,12.25,1.4,1.4,OT-2,others,1.666667
61310,12/9/2003,7,20R,2,17.3,19.3,2,2,OT-3,others,2
61316,12/9/2003,7,20R,0.75,8.45,9.3,0.45,0.45,OT-3,others,0.75
61368,12/9/2003,7,20R,0.25,0,0,0.15,0.15,MILL,others,0.25
61369,12/9/2003,7,20R,2,15,17,2,2,MILL,RM,2
61378,12/9/2003,7,20R,4,10.3,14.3,4,4,MILL,others,4
61393,12/9/2003,7,20R,24,6,6,24,81.4,BOILER-1,others,24
61408,12/8/2003,7,20R,24,6,6,24,24,others,CHAMBER-7,24
61409,12/8/2003,7,20R,10.333333,19.4,6,10.2,10.2,CT-2,others,10.333333
61423,12/8/2003,7,20R,7.25,10.15,17.3,7.15,7.15,LOCP,VS-2,7.25
61460,12/8/2003,7,20R,0.25,0,0,0.15,0.15,BILLET MIL,others,0.25
61461,12/8/2003,7,20R,0.816667,17.23,18.12,0.49,0.49,CONV-A,others,0.816667
61462,12/8/2003,7,20R,0.333333,16.15,16.35,0.2,0.2,CONV-A,others,0.333333
61463,12/8/2003,7,20R,1.083333,7.15,8.2,1.05,1.05,OT-1,others,1.083333
61479,12/8/2003,7,20R,24,6,6,24,24,others,CHAMBER-9,24
61488,12/8/2003,7,20R,0.416667,23.25,23.5,0.25,0.25,M/C-2,B FEEDER,0.416667
61489,12/8/2003,7,20R,0.666667,18.1,18.5,0.4,0.4,BAR MILL,LINE-1,0.666667
61490,12/8/2003,7,20R,0.166667,0,0,0.1,0.1,BAR MILL,others,0.166667
61491,12/8/2003,7,20R,0.666667,2,2.4,0.4,0.4,BAR MILL,LINE-1,0.666667
61553,12/7/2003,7,20R,3,3,6,3,3,CCM-2,others,3
61570,12/7/2003,7,20R,0.5,6.2,6.5,0.3,0.3,MILL,others,0.5
61571,12/7/2003,7,20R,0.5,0,0,0.3,0.3,MILL,others,0.5
61572,12/7/2003,7,20R,0.25,0,0,0.15,0.15,MILL,others,0.25
61592,12/7/2003,7,20R,1.75,11.2,13.05,1.45,1.45,OT-2,CO-9,1.75
61597,12/7/2003,7,20R,1,10.2,11.2,1,1,OT-2,others,1
61600,12/7/2003,7,20R,9.25,9.15,18.3,9.15,9.15,OT-1,TB STKR,9.25
61601,12/7/2003,7,20R,7.166667,11.2,18.3,7.1,7.1,others,CO-9,7.166667
61602,12/7/2003,7,20R,3.166667,13.05,16.15,3.1,3.1,OT-3,others,3.166667
